SolidityFile;ETHAddress;ContractName;Type;SLOC;LLOC;CLOC;NF;WMC;NL;NLE;NUMPAR;NOS;DIT;NOA;NOD;CBO;NA;NOI;Avg. McCC;Avg. NL;Avg. NLE;Avg. NUMPAR;Avg. NOS;Avg. NOI
7db0dc65dfd8cd6aa5100418dd7da38aac786123.sol;data;IFeeExternal;interface;17;9;6;5;5;0;0;6;0;0;0;1;0;0;0;1.0;0.0;0.0;1.2;0.0;0.0
7db0dc65dfd8cd6aa5100418dd7da38aac786123.sol;data;EnumerableSet;library;269;94;140;20;22;2;2;36;35;0;0;0;0;0;19;1.1;0.1;0.1;1.8;1.75;0.95
7db0dc65dfd8cd6aa5100418dd7da38aac786123.sol;data;ECDSA;library;76;26;43;3;4;1;1;7;13;0;0;0;0;0;5;1.3333333333333333;0.3333333333333333;0.3333333333333333;2.3333333333333335;4.333333333333333;1.6666666666666667
7db0dc65dfd8cd6aa5100418dd7da38aac786123.sol;data;FeeExternalFacet;contract;108;72;27;7;7;0;0;8;37;1;1;0;4;0;22;1.0;0.0;0.0;1.1428571428571428;5.285714285714286;3.142857142857143
7db0dc65dfd8cd6aa5100418dd7da38aac786123.sol;data;IERC20;interface;70;10;53;6;6;0;0;10;0;0;0;0;0;0;0;1.0;0.0;0.0;1.6666666666666667;0.0;0.0
7db0dc65dfd8cd6aa5100418dd7da38aac786123.sol;data;Address;library;50;9;38;2;2;0;0;2;3;0;0;0;0;7;0;1.0;0.0;0.0;1.0;1.5;0.0
7db0dc65dfd8cd6aa5100418dd7da38aac786123.sol;data;LibFeeExternal;library;35;25;2;2;3;1;1;0;8;0;0;0;3;1;5;1.5;0.5;0.5;0.0;4.0;2.5
7db0dc65dfd8cd6aa5100418dd7da38aac786123.sol;data;SafeMath;library;197;60;125;13;20;6;6;29;39;0;0;0;0;0;8;1.5384615384615385;0.46153846153846156;0.46153846153846156;2.230769230769231;3.0;0.6153846153846154
7db0dc65dfd8cd6aa5100418dd7da38aac786123.sol;data;SafeERC20;library;58;30;22;6;7;1;1;18;11;0;0;0;1;0;13;1.1666666666666667;0.16666666666666666;0.16666666666666666;3.0;1.8333333333333333;2.1666666666666665
7db0dc65dfd8cd6aa5100418dd7da38aac786123.sol;data;Counters;library;23;15;5;3;3;0;0;3;3;0;0;0;0;0;1;1.0;0.0;0.0;1.0;1.0;0.3333333333333333
7db0dc65dfd8cd6aa5100418dd7da38aac786123.sol;data;LibGovernance;library;83;66;8;7;11;4;3;8;25;0;0;0;2;1;15;1.5714285714285714;0.5714285714285714;0.42857142857142855;1.1428571428571428;3.5714285714285716;2.142857142857143
7db0dc65dfd8cd6aa5100418dd7da38aac786123.sol;data;LibRouter;library;35;21;6;1;1;0;0;0;2;0;0;0;0;1;0;1.0;0.0;0.0;0.0;2.0;0.0
