SolidityFile;ETHAddress;ContractName;Type;SLOC;LLOC;CLOC;NF;WMC;NL;NLE;NUMPAR;NOS;DIT;NOA;NOD;CBO;NA;NOI;Avg. McCC;Avg. NL;Avg. NLE;Avg. NUMPAR;Avg. NOS;Avg. NOI
1Cd90FE6C072bA9bF9e4Ed3599a47a913A24d336.sol;data;DiamondLoupeFacet;contract;53;28;20;5;6;1;1;3;15;1;2;0;1;0;6;1.2;0.2;0.2;0.6;3.0;1.2
1Cd90FE6C072bA9bF9e4Ed3599a47a913A24d336.sol;data;IDiamondCut;interface;26;15;8;1;1;0;0;4;0;0;0;0;0;0;0;1.0;0.0;0.0;4.0;0.0;0.0
1Cd90FE6C072bA9bF9e4Ed3599a47a913A24d336.sol;data;LibDiamond;library;178;145;21;9;25;12;10;20;84;0;0;0;1;1;32;2.7777777777777777;1.3333333333333333;1.1111111111111112;2.2222222222222223;9.333333333333334;3.5555555555555554
1Cd90FE6C072bA9bF9e4Ed3599a47a913A24d336.sol;data;IDiamondLoupe;interface;28;10;13;4;4;0;0;2;0;0;0;1;0;0;0;1.0;0.0;0.0;0.5;0.0;0.0
1Cd90FE6C072bA9bF9e4Ed3599a47a913A24d336.sol;data;IERC165;interface;9;3;6;1;1;0;0;1;0;0;0;1;0;0;0;1.0;0.0;0.0;1.0;0.0;0.0
